CUSTID,GENDER,DOB,EDATE,AGE,AGEGRP1,AGEGRP2,TV_REG,NGROUP,NEIGHBORHOOD,LCDATE,ORGANICS,BILL,REGION,CLASS,ORGYN,AFFL,LTIME
0033766238,F,1963-03-20,1998-02-23,34,20-40,30-40,Border,F,49,1993-09-27,1,0.009999999999999998,Scottish,Tin,1,13,5
0033767420,U,1968-10-10,1998-02-23,29,20-40,20-30,Wales & West,F,52,1992-06-03,0,4000,Midlands,Silver,0,11,6
0033767870,,1958-03-23,1998-02-23,39,20-40,30-40,,D,32,1994-09-02,2,2000,,Silver,1,17,4
0033768966,,1961-09-16,1998-02-23,36,20-40,30-40,S & S East,F,53,1994-05-13,0,0.009999999999999998,South East,Tin,0,11,4
0033769970,F,1947-07-11,1998-02-23,50,40-60,50-60,N West,D,34,1994-01-31,0,0.009999999999999998,North,Tin,0,4,5
0033770928,M,1933-05-03,1998-02-23,64,60-80,60-70,London,D,35,1993-06-09,0,7000,South East,Gold,0,9,5
0033771037,,1931-03-04,1998-02-23,67,60-80,60-70,London,A,04,1992-01-14,0,16506.699999999997,South East,Gold,0,4,7
0033771185,F,1942-01-05,1998-02-23,56,40-60,50-60,London,B,09,1990-02-01,1,0.009999999999999998,South East,Tin,1,8,9
0033772440,U,1939-06-26,1998-02-23,58,40-60,50-60,S & S East,F,49,1994-03-31,0,3000,South East,Silver,0,,4
0033772904,F,1935-08-10,1998-02-23,62,60-80,60-70,C Scotland,C,17,1993-09-25,0,0.009999999999999998,Scottish,Tin,0,7,5
0033773897,F,1950-05-04,1998-02-23,47,40-60,40-50,East,A,04,1990-06-01,0,0.009999999999999998,Midlands,Tin,0,6,8
0033776039,,1927-04-22,1998-02-23,70,60-80,70-80,London,B,07,1991-01-31,0,3000,South East,Silver,0,7,8
0033776659,M,1965-11-17,1998-02-23,32,20-40,30-40,S & S East,E,38,1991-10-01,1,0.009999999999999998,South East,Tin,1,12,7
0033780141,F,1948-06-18,1998-02-23,49,40-60,40-50,Yorkshire,F,53,1996-12-13,0,6000,North,Gold,0,8,2
0033780737,M,1964-01-02,1998-02-23,34,20-40,30-40,,E,39,1997-03-26,1,1000,,Silver,1,10,1
0033781130,M,1958-01-02,1998-02-23,40,40-60,40-50,Wales & West,D,27,1993-09-30,0,0.009999999999999998,Midlands,Tin,0,10,5
0033782942,,1950-09-04,1998-02-23,47,40-60,40-50,London,B,09,1997-11-04,0,1000,South East,Silver,0,7,1
0033784503,F,1941-08-15,1998-02-23,56,40-60,50-60,Yorkshire,F,53,1995-08-18,0,20260.39,North,Platinum,0,12,3
0033785585,F,1927-02-14,1998-02-23,71,60-80,70-80,Wales & West,C,16,1981-01-30,0,3500,Midlands,Silver,0,5,18
0033786883,F,1951-06-28,1998-02-23,46,40-60,40-50,Yorkshire,D,35,1991-10-01,1,0.009999999999999998,North,Tin,1,9,7
0033787006,F,1955-10-10,1998-02-23,42,40-60,40-50,N West,E,38,1986-02-05,1,420,North,Silver,1,,13
0033787235,F,1944-07-10,1998-02-23,53,40-60,50-60,Midlands,E,37,1986-04-10,0,22000,Midlands,Platinum,0,8,12
0033788355,F,1945-04-10,1998-02-23,52,40-60,50-60,N West,F,52,1992-01-01,0,4000,North,Silver,0,6,7
0033789661,U,1943-06-17,1998-02-23,54,40-60,50-60,S & S East,D,27,1993-12-30,0,0.009999999999999998,South East,Tin,0,4,5
0033790040,F,1959-12-22,1998-02-23,38,20-40,30-40,London,B,08,1994-04-05,0,0.009999999999999998,South East,Tin,0,6,4
0033790341,F,1927-03-11,1998-02-23,71,60-80,70-80,London,B,14,1900-01-01,0,5000,South East,Silver,0,8,0
0033791160,M,1964-11-29,1998-02-23,33,20-40,30-40,Wales & West,B,10,1994-05-04,0,0.009999999999999998,Midlands,Tin,0,6,4
0033791933,F,1939-09-17,1998-02-23,58,40-60,50-60,Yorkshire,D,32,1996-11-11,0,6000,North,Gold,0,11,2
0033795076,F,1942-08-08,1998-02-23,55,40-60,50-60,London,B,14,1987-10-11,0,0.009999999999999998,South East,Tin,0,7,11
0033797494,F,1962-03-01,1998-02-23,36,20-40,30-40,C Scotland,E,38,1991-03-01,1,0.009999999999999998,Scottish,Tin,1,,7
0033798822,M,1923-03-05,1998-02-23,75,60-80,70-80,N West,D,27,1993-05-28,0,15000,North,Gold,0,4,5
0033801556,F,1945-03-13,1998-02-23,52,40-60,50-60,N East,B,12,1990-08-01,2,8000.01,North,Gold,1,10,8
0033801610,F,1939-11-13,1998-02-23,58,40-60,50-60,Yorkshire,D,28,1991-04-01,0,0.009999999999999998,North,Tin,0,3,7
0033802676,F,1941-01-22,1998-02-23,57,40-60,50-60,Midlands,D,32,1995-08-03,0,20391.15,Midlands,Platinum,0,5,3
0033803087,,1941-09-27,1998-02-23,56,40-60,50-60,N East,B,12,1992-10-30,2,6000,North,Gold,1,14,6
0033803648,F,1945-12-02,1998-02-23,52,40-60,50-60,N West,B,08,1993-10-01,0,0.009999999999999998,North,Tin,0,5,5
0033804202,M,1920-12-12,1998-02-23,77,60-80,70-80,London,B,05,1993-04-13,0,31082.71,South East,Platinum,0,,5
0033805918,F,1964-07-31,1998-02-23,33,20-40,30-40,London,,,1994-01-24,1,0.009999999999999998,South East,Tin,1,8,5
0033807341,M,1936-08-03,1998-02-23,61,60-80,60-70,N West,E,37,1993-08-27,0,3000,North,Silver,0,,5
0033809581,M,1946-11-23,1998-02-23,51,40-60,50-60,S West,D,30,1997-11-24,0,5000,South West,Silver,0,11,1
0033809891,F,1964-04-22,1998-02-23,33,20-40,30-40,C Scotland,B,10,1994-02-10,1,0.009999999999999998,Scottish,Tin,1,8,5
0033811411,F,1927-07-25,1998-02-23,70,60-80,70-80,London,A,02,1995-03-30,0,18000,South East,Gold,0,6,3
0033811926,M,1940-10-20,1998-02-23,57,40-60,50-60,London,C,16,1990-02-13,0,0.009999999999999998,South East,Tin,0,,9
0033812779,F,1950-04-26,1998-02-23,47,40-60,40-50,London,A,03,1990-01-01,0,954.6299999999999,South East,Silver,0,9,9
0033814950,F,1957-08-15,1998-02-23,40,40-60,40-50,S & S East,F,48,1990-02-02,1,4842.13,South East,Silver,1,12,9
0033819536,F,1937-09-07,1998-02-23,60,60-80,60-70,C Scotland,A,01,1994-05-11,1,0.009999999999999998,Scottish,Tin,1,6,4
0033820712,F,1935-10-27,1998-02-23,62,60-80,60-70,London,B,09,1996-06-14,0,6000,South East,Gold,0,9,2
0033821433,F,1967-07-18,1998-02-23,,,,N West,F,53,1994-03-11,1,0.009999999999999998,North,Tin,1,12,4
0033821999,F,1951-06-08,1998-02-23,46,40-60,40-50,London,C,21,1992-11-30,0,2500,South East,Silver,0,8,6
0033822022,F,1945-04-29,1998-02-23,52,40-60,50-60,London,E,38,1993-01-14,0,2500,South East,Silver,0,12,6
0033824297,M,1964-12-29,1998-02-23,33,20-40,30-40,Midlands,B,08,1992-07-01,1,0.009999999999999998,Midlands,Tin,1,,6
0033824505,F,1937-04-04,1998-02-23,60,60-80,60-70,Wales & West,E,37,1991-01-10,1,9200,Midlands,Gold,1,7,8
0033825609,F,1957-04-08,1998-02-23,40,40-60,40-50,London,D,28,1997-04-03,0,6000,South East,Gold,0,3,1
0033826060,F,1959-01-08,1998-02-23,39,20-40,30-40,London,C,18,1990-04-01,2,0.009999999999999998,South East,Tin,1,17,8
0033826133,F,1951-03-27,1998-02-23,46,40-60,40-50,Yorkshire,C,25,1988-02-05,0,1050.01,North,Silver,0,8,11
0033826850,F,1939-04-16,1998-02-23,58,40-60,50-60,S & S East,C,19,1994-06-13,0,600.01,South East,Silver,0,4,4
0033826907,M,1933-04-29,1998-02-23,64,60-80,60-70,N West,B,13,1993-02-17,0,2067,North,Silver,0,10,6
0033827962,F,1951-06-08,1998-02-23,46,40-60,40-50,Yorkshire,D,28,1990-02-01,0,50.01,North,Silver,0,8,9
0033828268,,1923-05-05,1998-02-23,74,60-80,70-80,Wales & West,F,53,1985-12-11,0,1500,Midlands,Silver,0,,13
0033828730,F,1958-06-04,1998-02-23,39,20-40,30-40,London,B,12,1994-07-21,1,0.009999999999999998,South East,Tin,1,8,4
0033829353,F,1929-02-24,1998-02-23,69,60-80,60-70,N West,C,25,1997-02-03,1,1000,North,Silver,1,11,2
0033829574,M,1930-03-21,1998-02-23,67,60-80,60-70,N West,B,12,1990-08-17,0,14300,North,Gold,0,6,8
0033829868,F,1963-01-03,1998-02-23,35,20-40,30-40,London,C,26,1994-07-06,1,0.009999999999999998,South East,Tin,1,15,4
0033830238,M,1962-05-16,1998-02-23,35,20-40,30-40,London,C,26,1990-06-01,0,0.009999999999999998,South East,Tin,0,10,8
0033831919,M,1954-02-17,1998-02-23,44,40-60,40-50,Midlands,D,34,1988-10-10,0,0.009999999999999998,Midlands,Tin,0,6,10
0033832710,,1942-12-24,1998-02-23,55,40-60,50-60,N West,B,12,1997-04-14,0,3500,North,Silver,0,5,1
0033833210,F,1936-06-26,1998-02-23,61,60-80,60-70,S & S East,D,35,1990-03-26,0,2021.07,South East,Silver,0,7,8
0033835833,M,1956-09-07,1998-02-23,41,40-60,40-50,N West,B,12,1994-01-04,0,0.009999999999999998,North,Tin,0,10,5
0033839278,F,1931-09-30,1998-02-23,66,60-80,60-70,Border,B,15,1991-01-16,0,2500,Scottish,Silver,0,,8
0033841060,F,1922-06-19,1998-02-23,75,60-80,70-80,Midlands,F,52,1996-05-15,0,6000,Midlands,Gold,0,1,2
0033841582,M,1933-01-30,1998-02-23,65,60-80,60-70,London,A,01,1997-11-05,0,2000,South East,Silver,0,8,1
0033845251,F,1942-03-13,1998-02-23,55,40-60,50-60,London,B,12,1994-01-25,0,9500.01,South East,Gold,0,15,5
0033848773,F,1966-05-06,1998-02-23,31,20-40,30-40,Yorkshire,E,38,1994-01-13,0,0.009999999999999998,North,Tin,0,,5
0033849230,F,1936-12-10,1998-02-23,61,60-80,60-70,Yorkshire,D,32,1996-05-08,0,6000,North,Gold,0,6,2
0033850409,F,1922-08-25,1998-02-23,75,60-80,70-80,London,F,52,1994-05-04,0,10000,South East,Gold,0,5,4
0033850514,M,1949-07-04,1998-02-23,48,40-60,40-50,S West,C,24,1990-12-17,0,0.009999999999999998,South West,Tin,0,12,8
0033851251,F,1956-04-28,1998-02-23,41,40-60,40-50,East,D,34,1997-05-15,0,5400,Midlands,Gold,0,11,1
0033851707,,1947-05-20,1998-02-23,50,40-60,50-60,Yorkshire,C,23,1994-03-23,0,0.009999999999999998,North,Tin,0,11,4
0033853270,F,1966-02-15,1998-02-23,32,20-40,30-40,N East,A,02,1994-06-07,0,0.009999999999999998,North,Tin,0,5,4
0033853807,M,1960-07-01,1998-02-23,37,20-40,30-40,London,D,29,1986-05-07,0,200,South East,Silver,0,5,12
0033854536,M,1928-11-14,1998-02-23,69,60-80,60-70,London,B,14,1997-05-19,0,6000,South East,Gold,0,6,1
0033856598,F,1935-12-31,1998-02-23,62,60-80,60-70,London,B,09,1993-04-02,0,12160.989999999998,South East,Gold,0,4,5
0033862199,,1935-04-22,1998-02-23,62,60-80,60-70,Midlands,D,35,1989-11-01,0,50,Midlands,Silver,0,9,9
0033864779,,1959-12-15,1998-02-23,38,20-40,30-40,Wales & West,C,19,1990-03-08,2,0.009999999999999998,Midlands,Tin,1,14,8
0033865279,U,1938-10-14,1998-02-23,59,40-60,50-60,S & S East,B,14,1989-07-06,0,3000,South East,Silver,0,13,9
0033865953,M,1963-03-19,1998-02-23,34,20-40,30-40,London,C,21,1990-03-01,1,0.009999999999999998,South East,Tin,1,5,8
0033867387,F,1934-11-14,1998-02-23,63,60-80,60-70,S West,C,23,1997-05-21,0,6000,South West,Gold,0,6,1
0033868588,F,1958-04-18,1998-02-23,,,,N West,A,02,1989-03-01,2,600.01,North,Silver,1,10,9
0033869126,F,1942-04-13,1998-02-23,55,40-60,50-60,London,D,27,1991-04-24,1,6053.349999999999,South East,Gold,1,13,7
0033870760,U,1961-06-30,1998-02-23,36,20-40,30-40,London,B,09,1991-01-18,0,1800,South East,Silver,0,10,8
0033871007,M,1929-02-05,1998-02-23,69,60-80,60-70,London,B,07,1994-03-02,0,6255.7,South East,Gold,0,4,4
0033872542,M,1936-05-19,1998-02-23,61,60-80,60-70,S & S East,D,34,1994-01-10,0,0.009999999999999998,South East,Tin,0,5,5
0033872780,M,1963-07-23,1998-02-23,34,20-40,30-40,London,D,27,1997-08-12,0,420,South East,Silver,0,5,1
0033874723,F,1933-09-07,1998-02-23,64,60-80,60-70,Wales & West,B,08,1994-03-09,1,6053.339999999999,Midlands,Gold,1,11,4
0033874812,F,1951-08-07,1998-02-23,46,40-60,40-50,Midlands,C,17,1994-11-17,0,0.009999999999999998,Midlands,Tin,0,11,4
0033876319,M,1925-02-05,1998-02-23,73,60-80,70-80,London,D,31,1993-11-22,0,2500,South East,Silver,0,10,5
0033878060,U,1928-03-29,1998-02-23,69,60-80,60-70,S & S East,B,09,1991-11-25,0,6000,South East,Gold,0,6,7
0033879997,F,1941-08-07,1998-02-23,56,40-60,50-60,Yorkshire,B,08,1994-05-20,1,6600.01,North,Gold,1,12,4
0033880561,U,1943-12-04,1998-02-23,54,40-60,50-60,London,B,08,1994-01-21,0,2700,South East,Silver,0,9,5
0033880910,M,1937-12-20,1998-02-23,60,60-80,60-70,Midlands,F,52,1992-01-01,0,0.009999999999999998,Midlands,Tin,0,8,7
0033882769,M,1955-08-30,1998-02-23,42,40-60,40-50,Midlands,E,44,1980-09-27,1,0.009999999999999998,Midlands,Tin,1,13,18
0033883579,F,1950-02-23,1998-02-23,48,40-60,40-50,Yorkshire,E,38,1987-10-30,0,300,North,Silver,0,6,11
0033883765,F,1935-06-07,1998-02-23,62,60-80,60-70,Midlands,D,32,1990-03-29,0,4884.25,Midlands,Silver,0,9,8
0033887590,F,1934-06-03,1998-02-23,63,60-80,60-70,S & S East,E,37,1993-02-26,1,1000,South East,Silver,1,9,5
0033887981,F,1953-07-06,1998-02-23,44,40-60,40-50,N West,E,38,1991-11-25,1,0.009999999999999998,North,Tin,1,12,7
0033889283,M,1924-10-21,1998-02-23,,,,S & S East,E,42,1994-09-27,0,0.009999999999999998,South East,Tin,0,6,4
0033889453,F,1939-10-24,1998-02-23,58,40-60,50-60,N West,B,14,1990-05-01,0,12000.01,North,Gold,0,2,8
0033889593,F,1922-05-18,1998-02-23,75,60-80,70-80,East,B,11,1988-03-31,1,500,Midlands,Silver,1,8,10
0033889801,M,1972-03-02,1998-02-23,,,,London,A,01,1994-03-09,0,6053.339999999999,South East,Gold,0,8,4
0033892160,M,1919-04-04,1998-02-23,,,,East,F,51,1994-05-24,0,3000,Midlands,Silver,0,12,4
0033892799,F,1946-02-17,1998-02-23,52,40-60,50-60,S & S East,B,09,1994-01-24,0,0.009999999999999998,South East,Tin,0,11,5
0033897251,F,1949-04-13,1998-02-23,48,40-60,40-50,S & S East,C,25,1997-05-21,0,3920,South East,Silver,0,8,1
0033897936,M,1943-06-23,1998-02-23,54,40-60,50-60,S West,C,19,1990-06-01,0,0.009999999999999998,South West,Tin,0,6,8
0033897960,U,1960-03-07,1998-02-23,37,20-40,30-40,London,D,31,1994-01-06,0,0.009999999999999998,South East,Tin,0,8,5
0033899661,F,1923-08-15,1998-02-23,74,60-80,70-80,Wales & West,F,51,1994-11-10,0,10000,Midlands,Gold,0,14,4
0033900082,U,1921-08-09,1998-02-23,76,60-80,70-80,S & S East,B,06,1996-05-10,0,2500,South East,Silver,0,10,2
0033902255,F,1943-04-20,1998-02-23,54,40-60,50-60,Midlands,D,33,1990-07-02,0,600,Midlands,Silver,0,6,8
0033903324,F,1940-12-06,1998-02-23,57,40-60,50-60,S & S East,C,19,1991-01-09,1,3000,South East,Silver,1,13,8
0033906811,F,1936-02-02,1998-02-23,62,60-80,60-70,London,B,12,1991-01-02,0,2000,South East,Silver,0,,8
0033907036,F,1957-07-10,1998-02-23,40,40-60,40-50,Border,F,52,,1,0.009999999999999998,Scottish,Tin,1,9,
0033907699,U,1953-06-10,1998-02-23,44,40-60,40-50,S & S East,E,44,1990-01-01,0,420,South East,Silver,0,6,9
0033908873,F,1950-03-25,1998-02-23,47,40-60,40-50,N West,D,32,1994-02-09,1,0.009999999999999998,North,Tin,1,9,5
0033910096,,1918-10-15,1998-02-23,79,60-80,70-80,N Scot,B,13,,1,10000,Scottish,Gold,1,12,
0033911645,F,1939-05-06,1998-02-23,58,40-60,50-60,N West,C,25,1992-02-06,0,12106.689999999999,North,Gold,0,9,7
0033911882,M,1926-06-14,1998-02-23,71,60-80,70-80,London,B,07,1990-07-31,0,50.01,South East,Silver,0,7,8
0033912617,M,1951-08-23,1998-02-23,46,40-60,40-50,East,D,32,1991-10-01,2,0.009999999999999998,Midlands,Tin,1,13,7
0033913630,F,1935-03-16,1998-02-23,62,60-80,60-70,N West,B,12,1990-05-25,0,3000.01,North,Silver,0,10,8
0033913982,U,1936-09-27,1998-02-23,61,60-80,60-70,East,E,38,1994-05-25,0,1500,Midlands,Silver,0,5,4
0033916019,M,1946-01-20,1998-02-23,52,40-60,50-60,Wales & West,B,05,1994-02-21,0,3000,Midlands,Silver,0,1,5
0033917147,M,1951-04-04,1998-02-23,46,40-60,40-50,Wales & West,D,33,1900-01-01,0,300,Midlands,Silver,0,7,0
0033918224,U,1971-06-01,1998-02-23,26,20-40,20-30,S & S East,C,19,1997-09-18,0,1200,South East,Silver,0,7,1
0033918585,F,1957-03-20,1998-02-23,,,,N West,D,28,1990-02-01,1,1540,North,Silver,1,12,9
0033919603,F,1938-05-13,1998-02-23,59,40-60,50-60,C Scotland,B,10,1992-03-20,0,6107.639999999999,Scottish,Gold,0,11,6
0033920822,M,1952-05-18,1998-02-23,45,40-60,40-50,N West,E,44,1995-12-14,0,20826.25,North,Platinum,0,10,3
0033921365,F,1957-09-25,1998-02-23,40,40-60,40-50,S & S East,F,54,1990-01-01,1,660,South East,Silver,1,6,9
0033922299,M,1941-04-17,1998-02-23,56,40-60,50-60,London,D,27,1993-01-29,0,0.009999999999999998,South East,Tin,0,9,6
0033922795,F,1946-08-10,1998-02-23,51,40-60,50-60,London,D,28,1994-02-21,0,1000,South East,Silver,0,10,5
0033926537,F,1963-07-22,1998-02-23,34,20-40,30-40,C Scotland,C,25,1990-07-01,1,0.009999999999999998,Scottish,Tin,1,13,8
0033926707,F,1925-03-01,1998-02-23,73,60-80,70-80,London,B,09,1997-11-28,0,41000,South East,Platinum,0,9,1
0033926960,F,1947-03-25,1998-02-23,50,40-60,50-60,London,A,01,1997-04-04,0,6000,South East,Gold,0,8,1
0033928513,F,1925-01-10,1998-02-23,73,60-80,70-80,East,D,33,1985-12-03,1,9053.349999999999,Midlands,Gold,1,6,13
0033929900,M,1940-04-29,1998-02-23,57,40-60,50-60,London,B,14,1997-06-03,0,6000,South East,Gold,0,6,1
0033930569,F,1937-01-01,1998-02-23,61,60-80,60-70,Yorkshire,E,37,1977-07-08,0,6053.349999999999,North,Gold,0,5,21
0033933932,F,1939-12-09,1998-02-23,58,40-60,50-60,Yorkshire,B,08,1988-06-21,1,0.009999999999999998,North,Tin,1,10,10
0033934394,M,1946-03-21,1998-02-23,51,40-60,50-60,London,B,09,1996-11-26,0,6000,South East,Gold,0,9,2
0033935323,M,1951-05-22,1998-02-23,46,40-60,40-50,London,D,35,1990-05-14,0,0.009999999999999998,South East,Tin,0,8,8
0033937270,U,1937-11-16,1998-02-23,60,60-80,60-70,S & S East,B,14,1997-11-11,0,11000,South East,Gold,0,9,1
0033938500,U,1947-03-31,1998-02-23,50,40-60,50-60,London,C,20,1988-08-19,0,480,South East,Silver,0,3,10
0033938632,U,1949-04-29,1998-02-23,48,40-60,40-50,N West,E,44,1994-01-24,0,6315,North,Gold,0,6,5
0033938713,F,1937-04-19,1998-02-23,60,60-80,60-70,London,C,21,1986-06-30,0,20194.129999999997,South East,Platinum,0,15,12
0033939817,M,1928-05-16,1998-02-23,69,60-80,60-70,London,B,08,1996-02-06,0,6000,South East,Gold,0,8,3
0033941250,M,1934-09-10,1998-02-23,63,60-80,60-70,S West,B,06,1991-01-10,0,3000,South West,Silver,0,9,8
0033941773,F,1952-10-02,1998-02-23,45,40-60,40-50,Wales & West,,,,0,3052.66,Midlands,Silver,0,6,
0033942958,M,1948-07-28,1998-02-23,49,40-60,40-50,Wales & West,D,27,1974-03-19,0,6105.32,Midlands,Gold,0,9,24
0033949197,F,1962-12-16,1998-02-23,35,20-40,30-40,S & S East,F,50,1994-04-25,1,1000,South East,Silver,1,5,4
0033949561,F,1960-02-21,1998-02-23,38,20-40,30-40,N Scot,D,29,1991-07-01,0,0.009999999999999998,Scottish,Tin,0,9,7
0033950624,F,1939-09-16,1998-02-23,58,40-60,50-60,S West,C,18,1991-01-15,1,3000,South West,Silver,1,8,8
0033951310,,1948-12-12,1998-02-23,,,,London,C,17,1990-05-01,0,0.009999999999999998,South East,Tin,0,7,8
0033951949,M,1962-10-23,1998-02-23,35,20-40,30-40,East,D,33,1993-08-31,0,1000,Midlands,Silver,0,6,5
0033953771,M,1955-06-08,1998-02-23,,,,N West,D,35,1993-09-16,0,0.009999999999999998,North,Tin,0,10,5
0033954972,F,1943-01-05,1998-02-23,55,40-60,50-60,London,B,10,1991-04-02,0,18158.67,South East,Gold,0,11,7
0033955626,F,1942-06-03,1998-02-23,55,40-60,50-60,London,E,40,1993-12-15,0,0.009999999999999998,South East,Tin,0,11,5
0033956010,F,1961-07-30,1998-02-23,36,20-40,30-40,Wales & West,F,47,1994-01-19,1,0.009999999999999998,Midlands,Tin,1,8,5
0033956517,F,1918-06-10,1998-02-23,79,60-80,70-80,N West,B,08,1996-04-30,0,6000,North,Gold,0,4,2
0033956894,F,1954-02-11,1998-02-23,44,40-60,40-50,London,B,12,1997-06-02,1,6000,South East,Gold,1,9,1
0033959303,F,1945-11-06,1998-02-23,52,40-60,50-60,S & S East,B,14,1996-01-11,0,20754.14,South East,Platinum,0,5,3
0033961588,F,1960-09-15,1998-02-23,37,20-40,30-40,Ulster,,,,1,0.009999999999999998,Midlands,Tin,1,8,
0033961766,F,1947-04-13,1998-02-23,50,40-60,50-60,C Scotland,C,25,1994-01-14,0,0.009999999999999998,Scottish,Tin,0,12,5
0033963653,,1938-06-20,1998-02-23,59,40-60,50-60,London,A,04,,0,6107.639999999999,South East,Gold,0,7,
0033963793,F,1935-07-28,1998-02-23,62,60-80,60-70,N West,A,02,1990-08-03,0,0.009999999999999998,North,Tin,0,11,8
0033964722,U,1930-06-09,1998-02-23,67,60-80,60-70,Ulster,,,1992-03-27,0,6000,Midlands,Gold,0,6,6
0033964862,F,1961-07-22,1998-02-23,36,20-40,30-40,C Scotland,E,38,1990-04-01,0,0.009999999999999998,Scottish,Tin,0,11,8
0033965117,F,1947-02-02,1998-02-23,51,40-60,50-60,Yorkshire,F,51,1991-05-29,1,9000,North,Gold,1,14,7
0033967616,M,1943-04-11,1998-02-23,,,,London,D,28,1994-02-16,0,0.009999999999999998,South East,Tin,0,12,5
0033967950,F,1968-10-12,1998-02-23,,,,Yorkshire,E,37,1991-10-08,1,50,North,Silver,1,,7
0033968965,F,1927-06-26,1998-02-23,70,60-80,70-80,Yorkshire,D,30,1987-02-27,0,5000,North,Silver,0,,11
0033969600,U,1946-12-12,1998-02-23,51,40-60,50-60,Midlands,B,09,1992-02-04,0,12106.699999999999,Midlands,Gold,0,,7
0033969856,F,1962-05-04,1998-02-23,35,20-40,30-40,S & S East,D,28,1993-11-17,1,0.009999999999999998,South East,Tin,1,8,5
0033972180,F,1964-01-09,1998-02-23,34,20-40,30-40,East,E,38,1992-04-10,1,0.009999999999999998,Midlands,Tin,1,14,6
0033975244,,1948-01-22,1998-02-23,50,40-60,50-60,East,F,52,1989-12-22,0,2000,Midlands,Silver,0,12,9
0033978529,F,1956-10-14,1998-02-23,41,40-60,40-50,Midlands,B,12,1993-09-23,1,0.009999999999999998,Midlands,Tin,1,8,5
0033979126,M,1946-01-21,1998-02-23,52,40-60,50-60,East,D,33,1995-11-04,0,20557.32,Midlands,Platinum,0,10,3
0033979614,F,1936-03-13,1998-02-23,61,60-80,60-70,London,B,14,1996-04-03,1,3000,South East,Silver,1,9,2
0033980329,F,1963-08-20,1998-02-23,34,20-40,30-40,Midlands,A,04,1991-08-01,0,0.009999999999999998,Midlands,Tin,0,12,7
0033980744,F,1926-02-10,1998-02-23,72,60-80,70-80,N East,F,47,1990-06-01,0,0.019999999999999997,North,Silver,0,5,8
0033981732,,1958-02-19,1998-02-23,,,,Midlands,B,05,1993-04-22,0,6000,Midlands,Gold,0,7,5
0033983913,U,1954-03-20,1998-02-23,,,,C Scotland,F,48,1990-02-01,0,360,Scottish,Silver,0,8,9
0033984278,F,1924-08-04,1998-02-23,73,60-80,70-80,London,A,01,1990-05-25,0,0.009999999999999998,South East,Tin,0,14,8
0033985444,F,1939-03-02,1998-02-23,59,40-60,50-60,S & S East,D,28,1993-11-17,0,7500,South East,Gold,0,,5
0033986440,F,1936-06-21,1998-02-23,61,60-80,60-70,N West,C,22,1995-08-30,1,20073.89,North,Platinum,1,,3
0033988184,,1955-09-16,1998-02-23,42,40-60,40-50,Yorkshire,C,19,1991-01-15,0,12000,North,Gold,0,10,8
0033988621,U,1930-02-07,1998-02-23,68,60-80,60-70,London,A,04,1983-03-05,0,6000,South East,Gold,0,9,15
0033988893,F,1947-11-04,1998-02-23,50,40-60,50-60,,C,22,1997-03-21,0,4000,,Silver,0,9,1
0033989709,M,1939-12-31,1998-02-23,58,40-60,50-60,London,D,31,1991-10-01,0,0.009999999999999998,South East,Tin,0,8,7
0033991223,,1938-08-08,1998-02-23,59,40-60,50-60,London,B,08,1992-01-28,0,18106.699999999997,South East,Gold,0,7,7
0033996080,M,1937-05-18,1998-02-23,60,60-80,60-70,London,D,28,1993-09-23,0,0.009999999999999998,South East,Tin,0,8,5
0033996942,F,1947-05-09,1998-02-23,50,40-60,50-60,Midlands,C,25,1990-01-01,0,0.019999999999999997,Midlands,Silver,0,5,9
0033997566,F,1951-06-13,1998-02-23,46,40-60,40-50,London,C,18,1990-01-01,0,0.009999999999999998,South East,Tin,0,3,9
0033998422,U,1925-11-13,1998-02-23,72,60-80,70-80,London,A,03,1980-12-31,0,6500,South East,Gold,0,10,18
0034001499,F,1963-04-08,1998-02-23,34,20-40,30-40,S & S East,B,10,1991-09-01,0,0.009999999999999998,South East,Tin,0,4,7
0034003416,F,1922-09-26,1998-02-23,75,60-80,70-80,N West,C,22,1987-06-02,0,200,North,Silver,0,12,11
0034004781,M,1937-05-30,1998-02-23,60,60-80,60-70,London,E,44,1990-07-13,0,0.009999999999999998,South East,Tin,0,8,8
0034005109,F,1948-02-12,1998-02-23,50,40-60,50-60,London,C,20,1990-01-01,0,0.009999999999999998,South East,Tin,0,8,9
0034005923,M,1940-12-14,1998-02-23,57,40-60,50-60,Yorkshire,B,12,1995-06-07,0,20062.97,North,Platinum,0,6,3
0034008183,,1928-04-26,1998-02-23,,,,S West,B,06,1995-12-08,0,9000,South West,Gold,0,9,3
0034008299,M,1959-05-26,1998-02-23,38,20-40,30-40,N Scot,D,35,1980-06-09,3,0.009999999999999998,Scottish,Tin,1,17,18
0034008795,M,1921-05-11,1998-02-23,76,60-80,70-80,London,,,1996-03-19,0,3000,South East,Silver,0,,2
0034011516,U,1937-01-08,1998-02-23,61,60-80,60-70,London,A,03,1991-02-20,0,3000,South East,Silver,0,11,8
